timestamp,machine_id,material_category,material_name,quantity_used_kg,recycled_material,energy_consumption_kwh,production_output_units,defect_rate,energy_intensity_kwh_per_unit,estimated_defective_units,material_efficiency_units_per_kg
2025-05-08 06:15:00,M001,Process Additive,Catalyst,168.22,0.0,182.27,687,4.32,0.26531295487627365,29.6784,4.083937700630127
2025-05-08 06:20:00,M001,Recycled Material,Reprocessed Plastics,150.36,1.28,148.03,124,3.15,1.1937903225806452,3.9059999999999997,0.8246874168661877
2025-05-08 06:25:00,M006,Raw Material,Polypropylene,188.1,0.0,176.23,846,2.28,0.2083096926713948,19.2888,4.497607655502392
2025-05-08 06:30:00,M005,Process Additive,Catalyst,101.61,0.0,196.83,354,1.38,0.5560169491525424,4.8852,3.4839090640684973
2025-05-08 06:35:00,M001,Process Additive,Coolant,154.87,0.0,156.18,887,3.97,0.17607666290868096,35.2139,5.727384257764577
2025-05-08 06:40:00,M004,Hazardous Material,Solvent,161.11,0.0,170.4,899,4.08,0.1895439377085651,36.6792,5.58003848302402
2025-05-08 06:45:00,M008,Raw Material,Polypropylene,102.77,0.0,144.59,924,4.18,0.15648268398268397,38.6232,8.990950666536927
2025-05-08 06:50:00,M004,Process Additive,Coolant,65.19,0.0,166.63,754,2.03,0.2209946949602122,15.306199999999999,11.56619113360945
2025-05-08 06:55:00,M010,Recycled Material,Scrap Steel,163.48,10.11,182.72,597,1.75,0.3060636515912898,10.4475,3.651822852948373
2025-05-08 07:00:00,M008,Process Additive,Industrial Oil,193.9,0.0,118.73,214,0.95,0.5548130841121496,2.033,1.1036616812790099
2025-05-08 07:05:00,M005,Hazardous Material,Solvent,163.52,0.0,144.59,507,3.09,0.28518737672583827,15.6663,3.100538160469667
2025-05-08 07:10:00,M002,Intermediate Material,Sheet Metal,63.58,0.0,151.76,997,3.32,0.15221664994984954,33.1004,15.68103177099717
2025-05-08 07:15:00,M005,Intermediate Material,Textiles,101.02,0.0,122.46,236,4.61,0.5188983050847458,10.8796,2.336171055236587
2025-05-08 07:20:00,M002,Finished Material,Machine Component,142.01,0.0,196.49,431,5.0,0.45589327146171693,21.55,3.034997535384832
2025-05-08 07:25:00,M008,Raw Material,Aluminum,132.2,0.0,160.1,380,0.13,0.4213157894736842,0.494,2.8744326777609683
2025-05-08 07:30:00,M004,Finished Material,Circuit Board,86.8,0.0,107.1,763,4.06,0.1403669724770642,30.9778,8.790322580645162
2025-05-08 07:35:00,M003,Raw Material,Polypropylene,86.55,0.0,82.49,726,2.42,0.11362258953168043,17.5692,8.388214904679376
2025-05-08 07:40:00,M008,Recycled Material,Scrap Steel,111.85,42.4,149.71,742,2.88,0.20176549865229113,21.369600000000002,6.633884666964685
2025-05-08 07:45:00,M007,Finished Material,Machine Component,156.01,0.0,197.83,922,4.01,0.2145661605206074,36.9722,5.909877571950516
2025-05-08 07:50:00,M007,Process Additive,Coolant,185.01,0.0,192.43,427,2.7,0.45065573770491807,11.529000000000002,2.3079833522512296
2025-05-08 07:55:00,M002,Finished Material,Circuit Board,98.25,0.0,179.29,819,1.23,0.2189133089133089,10.0737,8.335877862595419
2025-05-08 08:00:00,M009,Hazardous Material,Lead-Based Alloy,64.49,0.0,190.1,619,3.54,0.30710823909531504,21.9126,9.598387346875485
2025-05-08 08:05:00,M009,Process Additive,Industrial Oil,171.09,0.0,152.49,837,1.74,0.18218637992831543,14.563799999999999,4.892162019989479
2025-05-08 08:10:00,M009,Intermediate Material,Plastic Resin,90.37,0.0,180.39,571,3.09,0.3159194395796847,17.6439,6.318468518313599
2025-05-08 08:15:00,M008,Hazardous Material,Solvent,59.7,0.0,199.49,122,2.8,1.6351639344262296,3.4159999999999995,2.0435510887772192
2025-05-08 08:20:00,M009,Finished Material,Circuit Board,184.38,0.0,137.2,823,0.74,0.16670716889428916,6.090199999999999,4.463607766569043
2025-05-08 08:25:00,M006,Raw Material,Polypropylene,135.46,0.0,193.68,845,0.14,0.22920710059171598,1.183,6.238003838771593
2025-05-08 08:30:00,M010,Recycled Material,Reprocessed Plastics,155.63,47.14,198.34,320,3.31,0.6198125,10.592,2.0561588382702563
2025-05-08 08:35:00,M005,Hazardous Material,Solvent,99.58,0.0,148.38,996,2.54,0.14897590361445784,25.2984,10.0020084354288
2025-05-08 08:40:00,M007,Intermediate Material,Textiles,197.03,0.0,150.42,983,0.03,0.15302136317395726,0.2949,4.9890879561488095
2025-05-08 08:45:00,M010,Raw Material,Polypropylene,138.12,0.0,172.95,172,3.07,1.0055232558139535,5.280399999999999,1.2452939472922095
2025-05-08 08:50:00,M009,Recycled Material,Scrap Steel,159.88,12.44,152.18,877,4.95,0.17352337514253136,43.411500000000004,5.485364023017263
2025-05-08 08:55:00,M003,Raw Material,Cotton,159.3,0.0,119.81,196,4.73,0.6112755102040817,9.270800000000001,1.2303829252981795
2025-05-08 09:00:00,M010,Finished Material,Packaging,108.12,0.0,128.91,813,2.37,0.1585608856088561,19.2681,7.519422863485016
2025-05-08 09:05:00,M006,Intermediate Material,Sheet Metal,96.68,0.0,101.29,540,4.4,0.1875740740740741,23.76,5.5854364915184105
2025-05-08 09:10:00,M008,Raw Material,Aluminum,89.08,0.0,104.07,459,4.93,0.22673202614379084,22.6287,5.152671755725191
2025-05-08 09:15:00,M002,Process Additive,Coolant,162.77,0.0,142.86,120,4.4,1.1905000000000001,5.28,0.7372365915094918
2025-05-08 09:20:00,M001,Hazardous Material,Lead-Based Alloy,152.41,0.0,91.46,101,4.82,0.9055445544554455,4.868200000000001,0.6626861754478053
2025-05-08 09:25:00,M009,Raw Material,Steel,99.03,0.0,116.75,919,4.53,0.12704026115342765,41.630700000000004,9.280016156720185
2025-05-08 09:30:00,M010,Process Additive,Industrial Oil,193.36,0.0,102.62,735,2.49,0.13961904761904761,18.3015,3.801199834505585
2025-05-08 09:35:00,M009,Intermediate Material,Plastic Resin,64.54,0.0,161.98,258,3.0,0.627829457364341,7.74,3.997520917260613
2025-05-08 09:40:00,M010,Intermediate Material,Plastic Resin,155.96,0.0,185.56,281,2.54,0.660355871886121,7.1374,1.8017440369325468
2025-05-08 09:45:00,M008,Raw Material,Steel,190.29,0.0,186.59,912,4.7,0.20459429824561404,42.864000000000004,4.792684849440328
2025-05-08 09:50:00,M005,Process Additive,Industrial Oil,102.36,0.0,101.65,630,0.84,0.16134920634920635,5.291999999999999,6.15474794841735
2025-05-08 09:55:00,M002,Recycled Material,Scrap Steel,140.53,49.87,190.4,565,4.64,0.3369911504424779,26.215999999999998,4.020493844730662
2025-05-08 10:00:00,M009,Recycled Material,Reprocessed Plastics,191.6,33.44,87.86,352,1.83,0.24960227272727273,6.441600000000001,1.837160751565762
2025-05-08 10:05:00,M004,Recycled Material,Scrap Steel,169.11,2.08,87.03,591,4.05,0.14725888324873096,23.935499999999998,3.494766719886464
2025-05-08 10:10:00,M010,Raw Material,Steel,149.53,0.0,118.47,639,2.81,0.18539906103286385,17.9559,4.273389955192938
2025-05-08 10:15:00,M009,Hazardous Material,Solvent,163.54,0.0,157.18,389,1.6,0.4040616966580977,6.224000000000001,2.378622966858261
2025-05-08 10:20:00,M008,Intermediate Material,Plastic Resin,191.64,0.0,131.16,545,1.89,0.2406605504587156,10.3005,2.843873930285953
2025-05-08 10:25:00,M008,Raw Material,Cotton,65.65,0.0,147.35,724,1.94,0.20352209944751382,14.0456,11.028179741051026
2025-05-08 10:30:00,M008,Process Additive,Catalyst,154.84,0.0,143.31,142,0.94,1.0092253521126762,1.3348,0.917075691035908
2025-05-08 10:35:00,M002,Process Additive,Catalyst,162.18,0.0,148.55,277,3.2,0.5362815884476535,8.864,1.7079787889998765
2025-05-08 10:40:00,M001,Hazardous Material,Lead-Based Alloy,57.08,0.0,116.35,292,1.76,0.398458904109589,5.1392,5.1156271899089
2025-05-08 10:45:00,M009,Raw Material,Cotton,160.78,0.0,142.88,282,2.54,0.5066666666666666,7.1628,1.7539494962059958
2025-05-08 10:50:00,M001,Intermediate Material,Sheet Metal,118.59,0.0,102.28,326,3.56,0.31374233128834356,11.605599999999999,2.748967029260477
2025-05-08 10:55:00,M002,Finished Material,Circuit Board,124.29,0.0,148.54,727,0.08,0.2043191196698762,0.5816,5.8492235899911496
2025-05-08 11:00:00,M007,Intermediate Material,Textiles,67.45,0.0,114.85,346,3.3,0.3319364161849711,11.418,5.129725722757598
2025-05-08 11:05:00,M006,Intermediate Material,Plastic Resin,173.99,0.0,124.61,957,2.01,0.13020898641588297,19.235699999999998,5.500316110121271
2025-05-08 11:10:00,M003,Intermediate Material,Textiles,86.93,0.0,160.22,532,3.4,0.3011654135338346,18.088,6.119866559300586
2025-05-08 11:15:00,M005,Intermediate Material,Textiles,160.5,0.0,112.71,806,0.05,0.13983870967741935,0.403,5.021806853582555
2025-05-08 11:20:00,M007,Recycled Material,Reprocessed Plastics,176.4,9.47,173.51,359,3.0,0.48331476323119776,10.77,2.0351473922902494
2025-05-08 11:25:00,M007,Raw Material,Cotton,69.33,0.0,162.74,172,3.19,0.9461627906976745,5.4868,2.480888504255012
2025-05-08 11:30:00,M002,Intermediate Material,Plastic Resin,59.98,0.0,144.43,271,4.72,0.5329520295202952,12.791199999999998,4.518172724241414
2025-05-08 11:35:00,M005,Finished Material,Packaging,189.59,0.0,127.78,649,1.43,0.19688751926040063,9.2807,3.4231763278653937
2025-05-08 11:40:00,M010,Process Additive,Industrial Oil,164.15,0.0,127.39,306,4.75,0.41630718954248364,14.535,1.8641486445324398
2025-05-08 11:45:00,M009,Recycled Material,Scrap Steel,69.07,49.78,136.27,211,0.56,0.645829383886256,1.1816000000000002,3.054871869118286
2025-05-08 11:50:00,M001,Recycled Material,Scrap Steel,62.54,34.68,88.09,546,3.08,0.16133699633699633,16.8168,8.730412535976974
2025-05-08 11:55:00,M008,Finished Material,Circuit Board,116.3,0.0,172.3,778,4.67,0.22146529562982006,36.3326,6.689595872742906
2025-05-08 12:00:00,M004,Intermediate Material,Textiles,97.69,0.0,148.26,256,1.71,0.579140625,4.3776,2.6205343433309447
2025-05-08 12:05:00,M005,Intermediate Material,Plastic Resin,119.31,0.0,188.19,157,1.96,1.1986624203821656,3.0771999999999995,1.3158997569357136
2025-05-08 12:10:00,M003,Process Additive,Catalyst,59.55,0.0,102.08,299,1.68,0.3414046822742475,5.0232,5.0209907640638125
2025-05-08 12:15:00,M008,Raw Material,Cotton,60.41,0.0,109.49,641,1.44,0.17081123244929797,9.2304,10.610826022181758
2025-05-08 12:20:00,M003,Intermediate Material,Textiles,194.63,0.0,86.81,801,0.33,0.10837702871410737,2.6433,4.115501207419205
2025-05-08 12:25:00,M009,Hazardous Material,Lead-Based Alloy,142.79,0.0,100.39,429,1.85,0.234009324009324,7.9365000000000006,3.004412073674627
2025-05-08 12:30:00,M003,Raw Material,Aluminum,50.89,0.0,80.41,159,4.07,0.5057232704402516,6.4713,3.1243859304382
2025-05-08 12:35:00,M010,Raw Material,Aluminum,164.33,0.0,84.22,658,0.37,0.12799392097264436,2.4346,4.004138014969877
2025-05-08 12:40:00,M008,Hazardous Material,Solvent,92.37,0.0,153.93,560,4.55,0.27487500000000004,25.48,6.062574428927141
2025-05-08 12:45:00,M004,Finished Material,Machine Component,141.89,0.0,121.42,751,2.27,0.16167776298268974,17.0477,5.292832475861584
2025-05-08 12:50:00,M003,Recycled Material,Reprocessed Plastics,83.58,14.34,167.72,497,5.0,0.3374647887323944,24.85,5.9463986599664995
2025-05-08 12:55:00,M003,Process Additive,Catalyst,53.14,0.0,176.65,247,0.21,0.7151821862348179,0.5186999999999999,4.648099360180654
2025-05-08 13:00:00,M007,Finished Material,Packaging,177.75,0.0,198.5,228,4.2,0.8706140350877193,9.576,1.2827004219409284
2025-05-08 13:05:00,M006,Intermediate Material,Plastic Resin,113.17,0.0,130.13,851,2.26,0.15291421856639248,19.232599999999998,7.519660687461341
2025-05-08 13:10:00,M007,Recycled Material,Reprocessed Plastics,100.67,33.27,95.97,642,1.03,0.1494859813084112,6.6126,6.377272275752459
2025-05-08 13:15:00,M004,Finished Material,Circuit Board,135.26,0.0,193.76,846,3.3,0.2290307328605201,27.917999999999996,6.254620730445069
2025-05-08 13:20:00,M010,Process Additive,Coolant,132.23,0.0,171.68,518,1.87,0.33142857142857146,9.6866,3.917416622551615
2025-05-08 13:25:00,M005,Intermediate Material,Plastic Resin,71.2,0.0,93.04,767,2.26,0.12130378096479792,17.3342,10.772471910112358
2025-05-08 13:30:00,M010,Recycled Material,Scrap Steel,79.91,16.88,186.79,775,1.92,0.24101935483870968,14.88,9.698410712051057
2025-05-08 13:35:00,M009,Recycled Material,Scrap Steel,191.48,1.19,104.77,681,3.33,0.15384728340675477,22.6773,3.55650720701901
2025-05-08 13:40:00,M005,Finished Material,Packaging,134.5,0.0,98.7,511,2.88,0.19315068493150686,14.7168,3.799256505576208
2025-05-08 13:45:00,M004,Intermediate Material,Plastic Resin,97.47,0.0,109.48,856,0.65,0.12789719626168225,5.564,8.782189391607675
2025-05-08 13:50:00,M008,Process Additive,Catalyst,189.95,0.0,153.48,852,3.14,0.18014084507042252,26.7528,4.48539089234009
2025-05-08 13:55:00,M001,Finished Material,Circuit Board,168.04,0.0,90.29,108,4.6,0.8360185185185186,4.968,0.6427041180671269
2025-05-08 14:00:00,M001,Process Additive,Industrial Oil,96.99,0.0,188.22,307,3.72,0.6130944625407166,11.420399999999999,3.1652747705949067
2025-05-08 14:05:00,M004,Process Additive,Industrial Oil,104.44,0.0,189.11,697,4.52,0.27131994261119086,31.504399999999997,6.673688242052854
2025-05-08 14:10:00,M008,Recycled Material,Reprocessed Plastics,155.54,14.49,92.18,675,0.8,0.13656296296296297,5.4,4.33971968625434
2025-05-08 14:15:00,M003,Intermediate Material,Plastic Resin,67.77,0.0,189.23,519,0.79,0.36460500963391135,4.1001,7.65825586542718
2025-05-08 14:20:00,M009,Finished Material,Machine Component,154.98,0.0,113.75,968,4.52,0.1175103305785124,43.7536,6.245967221576978
2025-05-08 14:25:00,M002,Finished Material,Circuit Board,186.38,0.0,91.65,140,0.68,0.6546428571428572,0.9520000000000001,0.7511535572486319
2025-05-08 14:30:00,M007,Recycled Material,Reprocessed Plastics,121.53,38.36,150.34,937,1.81,0.16044823906083244,16.9597,7.7100304451575745
2025-05-08 14:35:00,M008,Hazardous Material,Lead-Based Alloy,117.1,0.0,82.38,603,4.73,0.13661691542288557,28.521900000000002,5.149444918872758
2025-05-08 14:40:00,M010,Process Additive,Coolant,198.17,0.0,186.38,170,0.89,1.0963529411764705,1.5130000000000001,0.8578493212898017
2025-05-08 14:45:00,M010,Process Additive,Catalyst,109.04,0.0,97.94,909,4.8,0.10774477447744774,43.632,8.336390315480557
2025-05-08 14:50:00,M004,Finished Material,Machine Component,93.85,0.0,175.13,905,0.42,0.19351381215469612,3.8009999999999997,9.643047416089505
2025-05-08 14:55:00,M010,Recycled Material,Scrap Steel,143.28,29.52,199.0,473,4.26,0.42071881606765327,20.1498,3.3012283640424345
2025-05-08 15:00:00,M004,Hazardous Material,Solvent,197.31,0.0,188.51,124,2.45,1.520241935483871,3.0380000000000003,0.6284526886625108
2025-05-08 15:05:00,M003,Raw Material,Aluminum,155.08,0.0,111.57,543,1.69,0.2054696132596685,9.1767,3.501418622646376
2025-05-08 15:10:00,M005,Finished Material,Packaging,118.71,0.0,89.63,664,0.16,0.13498493975903614,1.0624,5.593463061241682
2025-05-08 15:15:00,M010,Raw Material,Steel,95.41,0.0,103.96,581,1.9,0.1789328743545611,11.038999999999998,6.089508437270727
2025-05-08 15:20:00,M001,Finished Material,Packaging,90.54,0.0,125.02,475,4.02,0.2632,19.095,5.246299977910316
2025-05-08 15:25:00,M007,Recycled Material,Reprocessed Plastics,69.85,17.31,111.39,297,2.44,0.3750505050505051,7.2467999999999995,4.251968503937008
2025-05-08 15:30:00,M005,Raw Material,Cotton,187.82,0.0,90.18,782,4.57,0.11531969309462917,35.7374,4.163560856138856
2025-05-08 15:35:00,M009,Raw Material,Steel,171.61,0.0,176.75,209,1.21,0.8456937799043063,2.5288999999999997,1.2178777460520949
2025-05-08 15:40:00,M003,Process Additive,Industrial Oil,73.1,0.0,176.17,897,0.44,0.19639910813823855,3.9468,12.270861833105336
2025-05-08 15:45:00,M002,Raw Material,Steel,160.48,0.0,120.94,732,0.35,0.16521857923497268,2.562,4.561316051844467
2025-05-08 15:50:00,M010,Finished Material,Machine Component,144.65,0.0,119.71,780,0.53,0.15347435897435896,4.134,5.3923263048738335
2025-05-08 15:55:00,M002,Raw Material,Aluminum,79.93,0.0,169.53,183,0.93,0.9263934426229509,1.7019,2.289503315400976
2025-05-08 16:00:00,M002,Raw Material,Cotton,168.74,0.0,107.97,151,3.58,0.7150331125827815,5.4058,0.8948678440203863
2025-05-08 16:05:00,M007,Process Additive,Catalyst,129.4,0.0,137.13,302,3.54,0.4540728476821192,10.6908,2.3338485316846986
2025-05-08 16:10:00,M008,Hazardous Material,Lead-Based Alloy,120.38,0.0,167.79,706,4.33,0.23766288951841358,30.5698,5.864761588303705
2025-05-08 16:15:00,M001,Recycled Material,Scrap Steel,126.14,3.98,196.9,369,0.72,0.5336043360433604,2.6568,2.9253210718249565
2025-05-08 16:20:00,M009,Hazardous Material,Lead-Based Alloy,155.0,0.0,164.34,177,0.94,0.9284745762711865,1.6638,1.1419354838709677
2025-05-08 16:25:00,M006,Intermediate Material,Sheet Metal,109.2,0.0,180.32,403,3.01,0.4474441687344913,12.1303,3.6904761904761902
2025-05-08 16:30:00,M009,Finished Material,Machine Component,82.74,0.0,110.11,453,3.68,0.24306843267108166,16.6704,5.474981870920957
2025-05-08 16:35:00,M009,Raw Material,Polypropylene,92.22,0.0,99.35,163,0.31,0.6095092024539877,0.5053,1.7675124701800045
2025-05-08 16:40:00,M006,Finished Material,Circuit Board,142.98,0.0,178.12,181,3.37,0.9840883977900553,6.0997,1.2659113162680096
2025-05-08 16:45:00,M008,Raw Material,Steel,97.76,0.0,172.57,470,3.49,0.36717021276595746,16.403000000000002,4.8076923076923075
2025-05-08 16:50:00,M010,Finished Material,Circuit Board,135.38,0.0,167.26,426,2.25,0.39262910798122064,9.585,3.1466981828925986
2025-05-08 16:55:00,M008,Process Additive,Coolant,95.04,0.0,138.69,659,5.0,0.21045523520485585,32.95,6.933922558922559
2025-05-08 17:00:00,M004,Intermediate Material,Textiles,75.58,0.0,162.9,519,2.32,0.31387283236994223,12.040799999999999,6.866896004233925
2025-05-08 17:05:00,M008,Process Additive,Coolant,119.54,0.0,187.89,563,0.76,0.3337300177619893,4.2788,4.70972059561653
2025-05-08 17:10:00,M007,Recycled Material,Scrap Steel,181.0,39.41,125.77,991,3.16,0.126912209889001,31.3156,5.475138121546961
2025-05-08 17:15:00,M007,Process Additive,Industrial Oil,115.16,0.0,178.09,276,0.76,0.6452536231884058,2.0976,2.396665508857242
2025-05-08 17:20:00,M003,Intermediate Material,Sheet Metal,52.46,0.0,136.67,377,1.69,0.3625198938992042,6.3713,7.186427754479603
2025-05-08 17:25:00,M001,Recycled Material,Reprocessed Plastics,73.75,41.49,182.46,384,1.14,0.47515625,4.3776,5.206779661016949
2025-05-08 17:30:00,M008,Hazardous Material,Solvent,114.93,0.0,193.68,263,2.44,0.736425855513308,6.4172,2.2883494300878793
2025-05-08 17:35:00,M001,Process Additive,Industrial Oil,60.04,0.0,118.79,588,3.04,0.20202380952380952,17.8752,9.793471019320453
2025-05-08 17:40:00,M003,Intermediate Material,Textiles,191.5,0.0,176.43,526,2.45,0.3354182509505704,12.887,2.7467362924281984
2025-05-08 17:45:00,M005,Finished Material,Circuit Board,100.79,0.0,117.27,733,2.14,0.15998635743519782,15.686200000000001,7.272546879650759
2025-05-08 17:50:00,M002,Hazardous Material,Lead-Based Alloy,129.45,0.0,120.93,482,4.04,0.2508921161825726,19.4728,3.7234453456933183
2025-05-08 17:55:00,M003,Process Additive,Catalyst,195.56,0.0,87.57,557,1.85,0.15721723518850986,10.3045,2.8482307220290446
2025-05-08 18:00:00,M004,Intermediate Material,Plastic Resin,153.24,0.0,189.22,420,3.17,0.45052380952380955,13.313999999999998,2.7407987470634296
2025-05-08 18:05:00,M008,Process Additive,Catalyst,101.11,0.0,175.26,815,0.97,0.21504294478527605,7.9055,8.060528137671843
2025-05-08 18:10:00,M003,Process Additive,Catalyst,135.84,0.0,189.37,825,2.96,0.22953939393939393,24.42,6.073321554770318
2025-05-08 18:15:00,M004,Intermediate Material,Plastic Resin,134.49,0.0,186.87,420,2.55,0.44492857142857145,10.71,3.122908766451037
2025-05-08 18:20:00,M002,Recycled Material,Scrap Steel,143.54,4.07,138.91,717,4.5,0.19373779637377964,32.265,4.995123310575449
2025-05-08 18:25:00,M005,Raw Material,Cotton,108.44,0.0,103.18,888,1.38,0.1161936936936937,12.254399999999999,8.188860199188492
2025-05-08 18:30:00,M003,Process Additive,Industrial Oil,121.06,0.0,106.8,103,1.64,1.036893203883495,1.6891999999999998,0.8508177763092681
2025-05-08 18:35:00,M010,Recycled Material,Scrap Steel,167.55,47.83,138.16,421,3.02,0.3281710213776722,12.7142,2.5126827812593255
2025-05-08 18:40:00,M009,Intermediate Material,Textiles,78.23,0.0,190.85,719,0.6,0.26543810848400556,4.314,9.19084750095871
2025-05-08 18:45:00,M001,Finished Material,Circuit Board,128.53,0.0,140.5,354,3.95,0.3968926553672316,13.982999999999999,2.754220804481444
2025-05-08 18:50:00,M007,Finished Material,Circuit Board,94.73,0.0,104.51,403,0.13,0.2593300248138958,0.5239,4.254196136387628
2025-05-08 18:55:00,M007,Raw Material,Polypropylene,119.74,0.0,189.18,251,2.23,0.7537051792828685,5.597300000000001,2.0962084516452313
2025-05-08 19:00:00,M007,Hazardous Material,Lead-Based Alloy,139.08,0.0,171.02,210,4.68,0.8143809523809524,9.828,1.5099223468507332
2025-05-08 19:05:00,M008,Process Additive,Industrial Oil,155.94,0.0,134.4,266,2.93,0.5052631578947369,7.7938,1.705784276003591
2025-05-08 19:10:00,M006,Raw Material,Steel,57.86,0.0,119.18,588,1.84,0.20268707482993198,10.8192,10.162461113031455
2025-05-08 19:15:00,M006,Finished Material,Machine Component,132.52,0.0,155.47,761,1.62,0.2042969776609724,12.328200000000002,5.742529429520072
2025-05-08 19:20:00,M003,Process Additive,Catalyst,175.41,0.0,84.14,389,1.62,0.2162982005141388,6.301800000000001,2.217661478821048
2025-05-08 19:25:00,M010,Raw Material,Steel,158.42,0.0,165.64,608,0.32,0.2724342105263158,1.9456,3.8378992551445528
2025-05-08 19:30:00,M002,Intermediate Material,Sheet Metal,65.34,0.0,99.61,830,1.18,0.12001204819277109,9.794,12.702785430058157
2025-05-08 19:35:00,M006,Process Additive,Coolant,62.17,0.0,121.23,171,2.46,0.7089473684210527,4.2066,2.750522760173717
2025-05-08 19:40:00,M009,Raw Material,Cotton,146.27,0.0,127.52,258,2.74,0.49426356589147286,7.0692,1.7638613522937032
2025-05-08 19:45:00,M002,Intermediate Material,Plastic Resin,73.86,0.0,171.53,989,1.3,0.17343781597573307,12.857000000000001,13.39019767126997
2025-05-08 19:50:00,M004,Raw Material,Steel,57.87,0.0,181.15,330,2.39,0.548939393939394,7.8870000000000005,5.702436495593572
2025-05-08 19:55:00,M001,Intermediate Material,Sheet Metal,192.49,0.0,194.53,240,2.5,0.8105416666666667,6.0,1.2468180165203386
2025-05-08 20:00:00,M006,Recycled Material,Reprocessed Plastics,52.89,38.28,139.07,785,3.57,0.1771592356687898,28.0245,14.8421251654377
2025-05-08 20:05:00,M007,Hazardous Material,Lead-Based Alloy,56.02,0.0,150.76,313,1.15,0.4816613418530351,3.5995,5.5872902534809
2025-05-08 20:10:00,M008,Raw Material,Polypropylene,155.27,0.0,149.79,476,2.55,0.31468487394957984,12.138,3.065627616410124
2025-05-08 20:15:00,M003,Recycled Material,Scrap Steel,72.84,0.37,155.32,737,1.41,0.21074626865671642,10.391699999999998,10.118066996155958
2025-05-08 20:20:00,M009,Process Additive,Catalyst,108.26,0.0,180.18,872,3.04,0.20662844036697248,26.5088,8.054683170145944
2025-05-08 20:25:00,M006,Intermediate Material,Plastic Resin,184.69,0.0,127.12,766,1.43,0.16595300261096607,10.9538,4.147490389300991
2025-05-08 20:30:00,M001,Recycled Material,Reprocessed Plastics,80.69,5.63,126.49,209,3.71,0.6052153110047847,7.7539,2.590159871111662
2025-05-08 20:35:00,M004,Intermediate Material,Textiles,160.36,0.0,115.83,806,3.37,0.14370967741935484,27.162200000000002,5.026191070092292
2025-05-08 20:40:00,M010,Process Additive,Coolant,119.57,0.0,157.74,335,2.83,0.47086567164179105,9.480500000000001,2.801706113573639
2025-05-08 20:45:00,M005,Intermediate Material,Textiles,53.57,0.0,81.48,949,0.9,0.08585879873551107,8.541,17.71513907037521
2025-05-08 20:50:00,M006,Intermediate Material,Plastic Resin,192.02,0.0,126.63,435,2.29,0.29110344827586204,9.9615,2.265389021976877
2025-05-08 20:55:00,M007,Hazardous Material,Lead-Based Alloy,188.12,0.0,137.62,711,1.43,0.19355836849507735,10.1673,3.779502445247714
2025-05-08 21:00:00,M004,Raw Material,Steel,182.66,0.0,182.32,734,0.25,0.2483923705722071,1.835,4.018394831928172
2025-05-08 21:05:00,M001,Process Additive,Industrial Oil,95.52,0.0,125.77,681,4.81,0.1846842878120411,32.756099999999996,7.1293969849246235
2025-05-08 21:10:00,M002,Raw Material,Polypropylene,82.3,0.0,102.89,533,3.71,0.1930393996247655,19.7743,6.476306196840826
2025-05-08 21:15:00,M006,Raw Material,Polypropylene,112.62,0.0,82.69,888,0.17,0.09311936936936936,1.5096,7.884922749067661
2025-05-08 21:20:00,M002,Process Additive,Industrial Oil,89.41,0.0,191.62,919,4.57,0.20850924918389555,41.9983,10.278492338664579
2025-05-08 21:25:00,M002,Finished Material,Packaging,192.86,0.0,175.13,587,0.87,0.2983475298126065,5.1068999999999996,3.0436586124650002
2025-05-08 21:30:00,M002,Raw Material,Aluminum,118.29,0.0,186.37,811,2.79,0.22980271270036992,22.6269,6.856031786287936
2025-05-08 21:35:00,M005,Raw Material,Cotton,59.49,0.0,163.02,320,0.33,0.5094375,1.056,5.379055303412338
2025-05-08 21:40:00,M007,Raw Material,Steel,124.61,0.0,179.65,522,0.88,0.34415708812260537,4.5936,4.189069898082016
2025-05-08 21:45:00,M001,Hazardous Material,Lead-Based Alloy,148.49,0.0,195.13,997,1.4,0.19571715145436308,13.958,6.714256852313286
2025-05-08 21:50:00,M005,Finished Material,Machine Component,80.4,0.0,112.07,787,1.36,0.1424015247776366,10.703200000000002,9.788557213930348
2025-05-08 21:55:00,M004,Intermediate Material,Textiles,117.2,0.0,80.23,765,0.22,0.10487581699346406,1.683,6.527303754266211
2025-05-08 22:00:00,M010,Recycled Material,Reprocessed Plastics,168.79,35.78,169.1,393,1.82,0.4302798982188295,7.1526,2.328336986788317
2025-05-08 22:05:00,M010,Process Additive,Coolant,173.11,0.0,145.35,482,3.29,0.30155601659751036,15.8578,2.784356767373346
2025-05-08 22:10:00,M006,Finished Material,Packaging,131.12,0.0,118.49,754,1.73,0.15714854111405835,13.0442,5.750457596095179
2025-05-08 22:15:00,M003,Hazardous Material,Solvent,105.82,0.0,198.02,885,1.46,0.22375141242937854,12.921,8.363258363258364
2025-05-08 22:20:00,M008,Finished Material,Packaging,111.17,0.0,195.37,188,3.01,1.0392021276595744,5.6588,1.6911037150310335
2025-05-08 22:25:00,M003,Process Additive,Coolant,146.82,0.0,134.09,652,4.31,0.205659509202454,28.1012,4.440811878490669
2025-05-08 22:30:00,M003,Raw Material,Polypropylene,125.95,0.0,183.17,740,0.73,0.247527027027027,5.401999999999999,5.875347360063517
2025-05-08 22:35:00,M006,Hazardous Material,Lead-Based Alloy,177.66,0.0,148.84,935,3.96,0.15918716577540107,37.025999999999996,5.26286164584037
